x,y,z,image_path,label
-32.980904,-50.266155,-19.991993,./assets/diamond_images/web_scraped/round/221115-109.jpg,round
-25.0643,35.857292,-33.894978,./assets/diamond_images/web_scraped/round/2122076.jpg,round
42.021835,-24.125631,-15.218179,./assets/diamond_images/web_scraped/round/220406-394.jpg,round
29.343546,-10.821848,-18.961182,./assets/diamond_images/web_scraped/round/2103582.jpg,round
1.6988726,-17.771265,-68.25704,./assets/diamond_images/web_scraped/round/2102524.jpg,round
-41.299034,-24.189178,-1.3619387,./assets/diamond_images/web_scraped/round/2132321.jpg,round
0.7788301,-55.235954,-42.284893,./assets/diamond_images/web_scraped/round/2060452.jpg,round
0.75411284,21.787148,-2.055625,./assets/diamond_images/web_scraped/round/2121026.jpg,round
-18.44706,-9.195236,32.51571,./assets/diamond_images/web_scraped/round/220532-48.jpg,round
-1.0553603,-23.959324,33.76215,./assets/diamond_images/web_scraped/round/2115425.jpg,round
64.91992,61.356018,22.840282,./assets/diamond_images/web_scraped/round/2061634.jpg,round
-3.4303637,42.691315,-5.6929913,./assets/diamond_images/web_scraped/round/2119123.jpg,round
90.67114,-5.1457644,31.848104,./assets/diamond_images/web_scraped/round/223419-277.jpg,round
-28.808613,25.575407,-0.96544546,./assets/diamond_images/web_scraped/round/2081288.jpg,round
-54.194656,57.633156,-25.515425,./assets/diamond_images/web_scraped/round/2120887.jpg,round
30.803791,116.85762,-2.2338576,./assets/diamond_images/web_scraped/round/2126423.jpg,round
13.747185,-26.633545,-26.82409,./assets/diamond_images/web_scraped/round/2120796.jpg,round
-51.5563,-27.629759,11.65561,./assets/diamond_images/web_scraped/round/2073466.jpg,round
8.119286,-58.293465,0.55268466,./assets/diamond_images/web_scraped/round/221149-646.jpg,round
-23.853495,-22.573507,-35.340923,./assets/diamond_images/web_scraped/round/220361-5.jpg,round
-15.409177,-6.3087187,-8.854984,./assets/diamond_images/web_scraped/round/2136256.jpg,round
-47.345047,34.051216,57.3452,./assets/diamond_images/web_scraped/round/2117550.jpg,round
-45.661804,42.018246,70.92454,./assets/diamond_images/web_scraped/round/2026265.jpg,round
91.93697,-26.420902,-28.458889,./assets/diamond_images/web_scraped/round/221096-312.jpg,round
-38.54495,-42.330116,-36.25983,./assets/diamond_images/web_scraped/round/2070458.jpg,round
-32.023643,-26.882874,12.188574,./assets/diamond_images/web_scraped/round/2134980.jpg,round
-30.038652,-16.290127,-7.926829,./assets/diamond_images/web_scraped/round/2067924.jpg,round
-26.275541,-11.717506,-3.114763,./assets/diamond_images/web_scraped/round/220355-38.jpg,round
-57.20653,1.0709797,-2.5773757,./assets/diamond_images/web_scraped/round/2136334.jpg,round
-10.489328,-15.087732,-30.349966,./assets/diamond_images/web_scraped/round/2103615.jpg,round
11.812106,-47.371693,-8.899678,./assets/diamond_images/web_scraped/round/2130413.jpg,round
15.060729,-7.813903,-27.061108,./assets/diamond_images/web_scraped/round/220406-491.jpg,round
-52.72926,16.724518,14.831553,./assets/diamond_images/web_scraped/round/220533-41.jpg,round
-17.995838,-22.745977,-24.051544,./assets/diamond_images/web_scraped/round/2109686.jpg,round
-24.561512,-53.821213,25.229652,./assets/diamond_images/web_scraped/round/221208-82.jpg,round
28.767881,7.393865,-8.137118,./assets/diamond_images/web_scraped/round/220529-136.jpg,round
-5.1567163,-6.050983,0.2136794,./assets/diamond_images/web_scraped/round/220385-77.jpg,round
50.74706,72.096924,8.752513,./assets/diamond_images/web_scraped/round/2132649.jpg,round
-41.032516,-22.393032,-31.575653,./assets/diamond_images/web_scraped/round/2107463.jpg,round
-100.15377,18.375858,-12.307227,./assets/diamond_images/web_scraped/round/2120998.jpg,round
58.51224,-10.087781,-5.643467,./assets/diamond_images/web_scraped/round/2073375.jpg,round
7.2697277,41.479897,34.34309,./assets/diamond_images/web_scraped/round/221174-109.jpg,round
-19.62435,27.205236,-46.717564,./assets/diamond_images/web_scraped/round/2075360.jpg,round
-51.372086,-6.482214,-8.631212,./assets/diamond_images/web_scraped/round/220236-90.jpg,round
7.5668592,-26.712986,42.77473,./assets/diamond_images/web_scraped/round/227025-29.jpg,round
-25.43006,136.6505,44.788578,./assets/diamond_images/web_scraped/round/2097526.jpg,round
21.221994,32.091335,-58.245975,./assets/diamond_images/web_scraped/round/220389-76.jpg,round
-29.183186,-25.832531,9.574403,./assets/diamond_images/web_scraped/round/220344-116.jpg,round
-74.171394,-5.198031,-13.019483,./assets/diamond_images/web_scraped/round/2122052.jpg,round
37.14577,-31.437963,84.02333,./assets/diamond_images/web_scraped/round/222166-356.jpg,round
-17.540125,78.251564,65.4573,./assets/diamond_images/web_scraped/round/2104745.jpg,round
72.11194,15.260746,34.143127,./assets/diamond_images/web_scraped/round/2101283.jpg,round
-4.606745,43.041508,-32.739502,./assets/diamond_images/web_scraped/round/2099571.jpg,round
7.7834907,-71.33778,16.31181,./assets/diamond_images/web_scraped/round/2078924.jpg,round
-30.946247,56.878708,-27.667154,./assets/diamond_images/web_scraped/round/220305-133.jpg,round
-14.5060215,-37.952976,43.87996,./assets/diamond_images/web_scraped/round/220354-68.jpg,round
-6.9145145,101.7066,86.10083,./assets/diamond_images/web_scraped/round/2104810.jpg,round
-55.829716,-44.73227,-18.58125,./assets/diamond_images/web_scraped/round/220450-14.jpg,round
66.49756,20.33206,-36.920834,./assets/diamond_images/web_scraped/round/220188-617.jpg,round
10.405298,-11.155564,28.620962,./assets/diamond_images/web_scraped/round/222118-504.jpg,round
35.82942,25.959955,-50.043385,./assets/diamond_images/web_scraped/round/221222-134.jpg,round
99.846085,-36.925255,13.738409,./assets/diamond_images/web_scraped/round/220271-142.jpg,round
-2.7394695,24.353676,15.424941,./assets/diamond_images/web_scraped/round/2079531.jpg,round
-57.424713,-13.813759,22.334806,./assets/diamond_images/web_scraped/round/220491-472.jpg,round
1.5650458,33.987514,-10.742537,./assets/diamond_images/web_scraped/round/2107548.jpg,round
-6.6369004,-32.875763,-6.948863,./assets/diamond_images/web_scraped/round/220355-69.jpg,round
32.49526,8.248634,-51.314392,./assets/diamond_images/web_scraped/round/220569-124.jpg,round
46.312424,9.695695,-26.848387,./assets/diamond_images/web_scraped/round/2071643.jpg,round
32.415268,-30.006716,14.518304,./assets/diamond_images/web_scraped/round/220587-27.jpg,round
-2.9411404,-40.4436,28.627424,./assets/diamond_images/web_scraped/round/220410-100.jpg,round
60.55073,7.086969,-39.057644,./assets/diamond_images/web_scraped/round/2136423.jpg,round
-54.799355,-37.776222,-17.169598,./assets/diamond_images/web_scraped/round/2095982.jpg,round
-18.390932,0.22834334,46.37527,./assets/diamond_images/web_scraped/round/220375-75.jpg,round
31.676575,45.402695,-63.818935,./assets/diamond_images/web_scraped/round/2138799.jpg,round
2.3035107,16.367357,2.1166832,./assets/diamond_images/web_scraped/round/2115610.jpg,round
82.60528,-20.412827,41.54163,./assets/diamond_images/web_scraped/round/2107668.jpg,round
-41.164444,-31.438744,32.483536,./assets/diamond_images/web_scraped/round/221090-406.jpg,round
-56.09872,-17.340595,-17.96182,./assets/diamond_images/web_scraped/round/2080981.jpg,round
-73.03735,11.629126,-20.230307,./assets/diamond_images/web_scraped/round/220166-127.jpg,round
5.0216336,13.187914,-37.76881,./assets/diamond_images/web_scraped/round/220319-107.jpg,round
50.617252,-63.40395,-10.926814,./assets/diamond_images/web_scraped/round/221222-126.jpg,round
-4.996343,-26.228765,-21.542345,./assets/diamond_images/web_scraped/round/220488-157.jpg,round
-37.83343,98.625244,57.663567,./assets/diamond_images/web_scraped/round/2073474.jpg,round
-27.966787,-20.7004,3.2122092,./assets/diamond_images/web_scraped/round/220343-304.jpg,round
63.60229,-3.969011,77.95765,./assets/diamond_images/web_scraped/round/220112-225.jpg,round
-16.27302,-71.8877,43.34232,./assets/diamond_images/web_scraped/round/221103-97.jpg,round
-41.634502,-43.565876,-10.24894,./assets/diamond_images/web_scraped/round/221166-1.jpg,round
0.25877216,37.482166,-15.5376005,./assets/diamond_images/web_scraped/round/221090-288.jpg,round
20.270555,-3.3104649,-52.805447,./assets/diamond_images/web_scraped/round/223362-53.jpg,round
35.92301,-6.483645,-1.5280719,./assets/diamond_images/web_scraped/round/221080-83.jpg,round
103.299,-25.10893,51.09078,./assets/diamond_images/web_scraped/round/220482-656.jpg,round
50.929867,57.227875,-42.96967,./assets/diamond_images/web_scraped/round/2103737.jpg,round
-52.577263,35.859653,-28.429972,./assets/diamond_images/web_scraped/round/2126369.jpg,round
-34.805664,-16.627024,24.945494,./assets/diamond_images/web_scraped/round/2082304.jpg,round
20.788286,-9.092658,43.54205,./assets/diamond_images/web_scraped/round/221190-96.jpg,round
18.868288,-8.883468,-28.314459,./assets/diamond_images/web_scraped/round/220339-42.jpg,round
26.803026,-2.467636,-24.449118,./assets/diamond_images/web_scraped/round/220645-402.jpg,round
-33.98751,-10.194514,13.076747,./assets/diamond_images/web_scraped/round/2057152.jpg,round
30.537643,71.39478,-13.48968,./assets/diamond_images/web_scraped/round/2135090.jpg,round
81.83472,-21.437357,70.479996,./assets/diamond_images/web_scraped/round/2124127.jpg,round
16.857386,-65.25925,-10.28536,./assets/diamond_images/web_scraped/round/2134950.jpg,round
-50.004078,-41.455444,-5.751677,./assets/diamond_images/web_scraped/round/221223-11.jpg,round
19.463682,68.82476,-28.403116,./assets/diamond_images/web_scraped/round/2104817.jpg,round
-6.144663,29.342028,18.151247,./assets/diamond_images/web_scraped/round/222074-79.jpg,round
81.903175,-28.865328,-22.556698,./assets/diamond_images/web_scraped/round/221166-101.jpg,round
88.77022,0.109636806,3.1859934,./assets/diamond_images/web_scraped/round/2134922.jpg,round
20.116411,54.062374,-37.74501,./assets/diamond_images/web_scraped/round/2116394.jpg,round
-8.974465,11.821183,36.280464,./assets/diamond_images/web_scraped/round/220086-51.jpg,round
-57.147644,4.5820284,-26.291513,./assets/diamond_images/web_scraped/round/2055024.jpg,round
46.438126,8.124413,-17.279007,./assets/diamond_images/web_scraped/round/2076359.jpg,round
22.638538,-16.441444,2.9521096,./assets/diamond_images/web_scraped/round/220589-261.jpg,round
14.51686,31.359198,-0.8356439,./assets/diamond_images/web_scraped/round/222103-51.jpg,round
27.241028,79.767334,14.592117,./assets/diamond_images/web_scraped/round/220566-253.jpg,round
-47.88193,-22.314276,-26.37269,./assets/diamond_images/web_scraped/round/2104684.jpg,round
32.24075,-62.771694,5.5319395,./assets/diamond_images/web_scraped/round/221166-77.jpg,round
3.4998605,3.6072066,-36.980957,./assets/diamond_images/web_scraped/round/2103667.jpg,round
-37.597836,10.709507,4.136218,./assets/diamond_images/web_scraped/round/2078282.jpg,round
28.594631,-36.21694,21.981333,./assets/diamond_images/web_scraped/round/2074442.jpg,round
7.7627087,28.63341,5.7945027,./assets/diamond_images/web_scraped/round/2087705.jpg,round
6.52717,-39.501713,53.807743,./assets/diamond_images/web_scraped/round/221200-435.jpg,round
19.741177,33.014923,-2.4822154,./assets/diamond_images/web_scraped/round/220508-39.jpg,round
-13.626253,-65.83483,3.46519,./assets/diamond_images/web_scraped/round/220488-138.jpg,round
61.540462,-50.554924,49.54235,./assets/diamond_images/web_scraped/round/221162-21.jpg,round
26.221096,-36.660374,45.027,./assets/diamond_images/web_scraped/round/2134892.jpg,round
-2.8114858,12.946942,8.778574,./assets/diamond_images/web_scraped/round/2118917.jpg,round
-43.20336,57.714878,102.914024,./assets/diamond_images/web_scraped/round/2069348.jpg,round
32.7023,6.7824316,-30.05873,./assets/diamond_images/web_scraped/round/2138086.jpg,round
40.277943,-32.81496,-11.618779,./assets/diamond_images/web_scraped/round/2103500.jpg,round
-33.581703,-44.72319,-23.466106,./assets/diamond_images/web_scraped/round/2120689.jpg,round
21.823814,28.356585,-15.307623,./assets/diamond_images/web_scraped/round/2123216.jpg,round
-36.991726,41.01437,-34.106625,./assets/diamond_images/web_scraped/round/2115445.jpg,round
1.3022957,-47.38182,34.880962,./assets/diamond_images/web_scraped/round/220295-85.jpg,round
-29.78924,59.555916,3.9304852,./assets/diamond_images/web_scraped/round/220406-63.jpg,round
22.429184,5.0501566,-46.556282,./assets/diamond_images/web_scraped/round/2111141.jpg,round
45.484478,-5.4417586,83.56482,./assets/diamond_images/web_scraped/round/2126305.jpg,round
-44.1994,-4.48699,-18.710672,./assets/diamond_images/web_scraped/round/220606-308.jpg,round
52.560524,-28.410095,36.018486,./assets/diamond_images/web_scraped/round/2082309.jpg,round
7.865294,62.156036,-51.139835,./assets/diamond_images/web_scraped/round/2102770.jpg,round
3.6782968,53.062305,-52.74513,./assets/diamond_images/web_scraped/round/2135179.jpg,round
-44.31809,-56.160942,-36.991287,./assets/diamond_images/web_scraped/round/220585-204.jpg,round
0.017503453,99.49478,74.12115,./assets/diamond_images/web_scraped/round/2113422.jpg,round
3.7447357,-32.474094,0.6756165,./assets/diamond_images/web_scraped/round/217019-37.jpg,round
-0.7790405,-4.9557047,15.413959,./assets/diamond_images/web_scraped/round/220417-45.jpg,round
37.07193,-28.923065,65.03739,./assets/diamond_images/web_scraped/round/220072-202.jpg,round
-3.6692724,-9.181365,5.5042872,./assets/diamond_images/web_scraped/round/221196-647.jpg,round
-19.040024,-13.65919,-13.731246,./assets/diamond_images/web_scraped/round/2113907.jpg,round
-5.3959494,-28.026247,-0.6154927,./assets/diamond_images/web_scraped/round/2055886.jpg,round
-31.188667,-35.861343,11.021378,./assets/diamond_images/web_scraped/round/220334-102.jpg,round
-42.61816,-17.651838,-36.906097,./assets/diamond_images/web_scraped/round/214228-254.jpg,round
-16.296623,-11.062665,-16.900633,./assets/diamond_images/web_scraped/round/220343-299.jpg,round
-51.03363,-13.497149,-2.400883,./assets/diamond_images/web_scraped/round/2086068.jpg,round
-38.393948,-39.376,-13.493084,./assets/diamond_images/web_scraped/round/221147-331.jpg,round
-38.312252,-9.521524,8.034878,./assets/diamond_images/web_scraped/round/221147-26.jpg,round
65.917564,-48.536694,75.77408,./assets/diamond_images/web_scraped/round/221090-17.jpg,round
15.338924,46.551376,26.555723,./assets/diamond_images/web_scraped/round/2088772.jpg,round
3.1117768,23.578213,-36.44997,./assets/diamond_images/web_scraped/round/2117532.jpg,round
57.81672,43.748245,-22.335175,./assets/diamond_images/web_scraped/round/2124805.jpg,round
-11.994339,-41.34187,31.289797,./assets/diamond_images/web_scraped/round/211431-137.jpg,round
-16.869255,-13.832021,7.3641686,./assets/diamond_images/web_scraped/round/2136551.jpg,round
-26.623817,-27.502888,36.585613,./assets/diamond_images/web_scraped/round/221090-371.jpg,round
78.05586,-3.6702652,38.11128,./assets/diamond_images/web_scraped/round/2096690.jpg,round
-17.587097,46.069717,-2.5163338,./assets/diamond_images/web_scraped/round/221148-237.jpg,round
5.4820385,90.24727,-41.268616,./assets/diamond_images/web_scraped/round/2060403.jpg,round
30.182749,-28.096106,59.53283,./assets/diamond_images/web_scraped/round/220604-77.jpg,round
66.698,2.675466,6.9971194,./assets/diamond_images/web_scraped/round/220292-293.jpg,round
8.739581,25.597548,-10.728799,./assets/diamond_images/web_scraped/round/2132516.jpg,round
32.42668,-12.032862,-13.886136,./assets/diamond_images/web_scraped/round/2097406.jpg,round
41.403328,-20.485651,37.85977,./assets/diamond_images/web_scraped/round/220208-94.jpg,round
-22.417965,-44.349625,-12.949566,./assets/diamond_images/web_scraped/round/2125953.jpg,round
25.436619,34.125866,-12.476046,./assets/diamond_images/web_scraped/round/222181-180.jpg,round
-25.456558,-36.12419,46.39314,./assets/diamond_images/web_scraped/round/2109618.jpg,round
-12.0897875,-36.100628,11.342958,./assets/diamond_images/web_scraped/round/2107229.jpg,round
38.113754,12.953384,-34.98048,./assets/diamond_images/web_scraped/round/2117636.jpg,round
24.729164,3.5883784,4.861612,./assets/diamond_images/web_scraped/round/2119037.jpg,round
-60.80904,-63.854156,8.266287,./assets/diamond_images/web_scraped/round/220372-15.jpg,round
77.42033,39.45872,-13.4044695,./assets/diamond_images/web_scraped/round/2103554.jpg,round
26.834673,-36.18094,-20.93025,./assets/diamond_images/web_scraped/round/221165-5.jpg,round
23.017895,33.03881,-17.137688,./assets/diamond_images/web_scraped/round/2123209.jpg,round
-44.521103,50.550117,61.142494,./assets/diamond_images/web_scraped/round/2109853.jpg,round
83.34819,9.837052,20.506989,./assets/diamond_images/web_scraped/round/220264-835.jpg,round
12.381268,-43.17083,-2.0544145,./assets/diamond_images/web_scraped/round/220402-168.jpg,round
-11.149918,0.7128447,-63.173897,./assets/diamond_images/web_scraped/round/2119712.jpg,round
91.06069,15.920323,16.913507,./assets/diamond_images/web_scraped/round/2115373.jpg,round
65.27241,-15.718871,6.845278,./assets/diamond_images/web_scraped/round/2138735.jpg,round
-51.47918,3.955864,-44.16526,./assets/diamond_images/web_scraped/round/2127242.jpg,round
-4.5837927,-24.719072,19.805788,./assets/diamond_images/web_scraped/round/2083711.jpg,round
-15.161948,-51.6018,24.529999,./assets/diamond_images/web_scraped/round/220358-139.jpg,round
52.049915,-38.956825,31.46863,./assets/diamond_images/web_scraped/round/220398-27.jpg,round
22.505451,32.163273,-8.623259,./assets/diamond_images/web_scraped/round/220343-17.jpg,round
20.320454,13.696964,-81.11,./assets/diamond_images/web_scraped/round/2111065.jpg,round
-14.591331,-12.70282,-1.364024,./assets/diamond_images/web_scraped/round/2132171.jpg,round
-18.578367,-18.158314,-46.42009,./assets/diamond_images/web_scraped/round/2135347.jpg,round
9.54348,-3.8419466,-46.157124,./assets/diamond_images/web_scraped/round/2077636.jpg,round
-12.064195,39.207188,-23.623745,./assets/diamond_images/web_scraped/round/2075469.jpg,round
20.420212,28.483307,-8.966897,./assets/diamond_images/web_scraped/round/221171-135.jpg,round
11.881019,-34.311222,-16.594025,./assets/diamond_images/web_scraped/round/220510-17.jpg,round
5.3868732,43.17232,-20.595104,./assets/diamond_images/web_scraped/round/2136602.jpg,round
-16.73511,-11.545884,-19.003563,./assets/diamond_images/web_scraped/round/2132682.jpg,round
-21.081463,-17.493137,-4.3132515,./assets/diamond_images/web_scraped/round/2103704.jpg,round
-32.491104,22.74066,2.025256,./assets/diamond_images/web_scraped/round/2135348.jpg,round
13.797873,-28.963242,48.200752,./assets/diamond_images/web_scraped/round/220670-19.jpg,round
-37.235996,33.962627,46.77436,./assets/diamond_images/web_scraped/round/2126272.jpg,round
4.8334227,41.61145,-3.772123,./assets/diamond_images/web_scraped/round/2119860.jpg,round
-35.988834,-4.40804,-18.116182,./assets/diamond_images/web_scraped/round/2104708.jpg,round
-35.251713,-45.32444,22.779509,./assets/diamond_images/web_scraped/round/2093079.jpg,round
22.914602,124.079414,37.55023,./assets/diamond_images/web_scraped/round/2107482.jpg,round
79.00948,22.78381,-30.57533,./assets/diamond_images/web_scraped/round/2118963.jpg,round
9.307569,1.468444,-25.069933,./assets/diamond_images/web_scraped/round/8019318.jpg,round
25.027472,-63.976486,14.220465,./assets/diamond_images/web_scraped/round/220297-52.jpg,round
-25.502436,51.45279,-24.98793,./assets/diamond_images/web_scraped/round/2128305.jpg,round
69.219284,24.505882,-0.19697563,./assets/diamond_images/web_scraped/round/2083152.jpg,round
-57.076694,-29.644978,-15.207071,./assets/diamond_images/web_scraped/round/220537-6.jpg,round
-48.799686,-23.14668,-4.213808,./assets/diamond_images/web_scraped/round/220485-251.jpg,round
-1.7569171,12.539816,29.014683,./assets/diamond_images/web_scraped/round/220290-118.jpg,round
4.836776,54.875385,-26.44943,./assets/diamond_images/web_scraped/round/220238-92.jpg,round
0.9761445,-51.455208,20.706562,./assets/diamond_images/web_scraped/round/220394-12.jpg,round
22.673296,8.859802,-1.4422551,./assets/diamond_images/web_scraped/round/220645-268.jpg,round
4.410861,-53.63505,12.974433,./assets/diamond_images/web_scraped/round/2115335.jpg,round
-48.420067,30.506763,26.179474,./assets/diamond_images/web_scraped/round/2126019.jpg,round
-42.33854,19.197445,10.475078,./assets/diamond_images/web_scraped/round/2105982.jpg,round
24.089079,21.541243,-55.175934,./assets/diamond_images/web_scraped/round/2138785.jpg,round
-14.248494,-18.763294,31.403593,./assets/diamond_images/web_scraped/round/220161-46.jpg,round
9.907582,-80.41108,26.678478,./assets/diamond_images/web_scraped/round/220559-26.jpg,round
-22.06626,70.75305,-46.33424,./assets/diamond_images/web_scraped/round/2135308.jpg,round
-26.64694,-25.730286,38.11407,./assets/diamond_images/web_scraped/round/220674-42.jpg,round
-3.6241975,-33.297478,0.3628787,./assets/diamond_images/web_scraped/round/220372-72.jpg,round
14.367174,0.44022107,-29.761637,./assets/diamond_images/web_scraped/round/2128392.jpg,round
74.90331,12.339258,-0.94742256,./assets/diamond_images/web_scraped/round/220530-137.jpg,round
39.856976,0.8053842,-26.818783,./assets/diamond_images/web_scraped/round/2079024.jpg,round
48.106064,-18.44263,7.142021,./assets/diamond_images/web_scraped/round/220436-31.jpg,round
48.977665,-24.313478,-48.44557,./assets/diamond_images/web_scraped/round/2109782.jpg,round
20.067415,-32.965282,-21.964039,./assets/diamond_images/web_scraped/round/2103596.jpg,round
-5.3856664,69.912895,-34.46862,./assets/diamond_images/web_scraped/round/2138777.jpg,round
-45.569206,-76.94908,22.913223,./assets/diamond_images/web_scraped/round/222139-639.jpg,round
-1.9173698,-35.623867,37.87701,./assets/diamond_images/web_scraped/round/2095055.jpg,round
-78.10736,17.508959,-15.797427,./assets/diamond_images/web_scraped/round/2091262.jpg,round
35.738083,30.38931,32.209396,./assets/diamond_images/web_scraped/round/220519-44.jpg,round
-24.479311,-24.037626,-17.41625,./assets/diamond_images/web_scraped/round/2066664.jpg,round
-26.467278,1.5125995,-15.511716,./assets/diamond_images/web_scraped/round/2100512.jpg,round
18.978586,45.964302,11.90458,./assets/diamond_images/web_scraped/round/221155-497.jpg,round
-4.962935,-22.968468,-52.10836,./assets/diamond_images/web_scraped/round/1986991.jpg,round
14.209266,-27.235077,12.758441,./assets/diamond_images/web_scraped/round/220322-77.jpg,round
-5.014979,55.373104,26.92235,./assets/diamond_images/web_scraped/round/2132186.jpg,round
39.742924,-39.12544,59.39595,./assets/diamond_images/web_scraped/round/2123069.jpg,round
-0.96204495,3.313237,-28.646542,./assets/diamond_images/web_scraped/round/2091136.jpg,round
41.927876,-7.193016,57.299465,./assets/diamond_images/web_scraped/round/2137830.jpg,round
-19.894016,-47.970383,-6.2523375,./assets/diamond_images/web_scraped/round/220669-24.jpg,round
-26.21219,-27.484419,16.854616,./assets/diamond_images/web_scraped/round/2135030.jpg,round
15.209446,65.4397,-30.138916,./assets/diamond_images/web_scraped/round/111000-7499.jpg,round
-34.581974,-29.783682,-61.16972,./assets/diamond_images/web_scraped/round/220551-50.jpg,round
-81.88105,-37.85913,-7.959276,./assets/diamond_images/web_scraped/round/221184-71.jpg,round
7.1802573,-35.84485,-15.737603,./assets/diamond_images/web_scraped/round/2064110.jpg,round
36.009335,2.3258493,1.654753,./assets/diamond_images/web_scraped/round/2100376.jpg,round
-77.99718,16.66516,50.49271,./assets/diamond_images/web_scraped/round/2123943.jpg,round
-41.284466,-13.264255,-19.61815,./assets/diamond_images/web_scraped/round/2136353.jpg,round
45.319077,-47.566704,33.1037,./assets/diamond_images/web_scraped/round/220589-153.jpg,round
-36.91289,90.67409,90.63934,./assets/diamond_images/web_scraped/round/2102753.jpg,round
-23.589674,-44.98011,-13.573105,./assets/diamond_images/web_scraped/round/2137668.jpg,round
-43.122883,-47.62145,21.280762,./assets/diamond_images/web_scraped/round/220327-216.jpg,round
-59.93518,15.566122,-29.271345,./assets/diamond_images/web_scraped/round/2095151.jpg,round
-10.330638,-28.226961,-25.423872,./assets/diamond_images/web_scraped/round/2102692.jpg,round
77.98501,-19.234383,29.179243,./assets/diamond_images/web_scraped/round/2105885.jpg,round
4.081568,-1.677825,-16.168325,./assets/diamond_images/web_scraped/round/221171-133.jpg,round
-11.29419,-21.13572,17.07608,./assets/diamond_images/web_scraped/round/220403-48.jpg,round
-24.42593,17.595451,-20.487549,./assets/diamond_images/web_scraped/round/1993772.jpg,round
73.430504,26.293314,26.751055,./assets/diamond_images/web_scraped/round/2120777.jpg,round
-6.4045763,17.36065,-25.27743,./assets/diamond_images/web_scraped/round/2126220.jpg,round
39.21064,53.8348,-49.97211,./assets/diamond_images/web_scraped/round/2112012.jpg,round
97.08454,-19.21634,12.22353,./assets/diamond_images/web_scraped/round/2134899.jpg,round
-44.50833,118.009735,96.21734,./assets/diamond_images/web_scraped/round/2100562.jpg,round
52.516453,9.187659,3.0936477,./assets/diamond_images/web_scraped/round/220549-32.jpg,round
70.63376,36.40309,-40.49792,./assets/diamond_images/web_scraped/round/220377-77.jpg,round
-12.531409,-19.508461,-19.775257,./assets/diamond_images/web_scraped/round/2120808.jpg,round
33.76787,-15.865337,31.910337,./assets/diamond_images/web_scraped/round/220488-362.jpg,round
-20.022516,-3.2995882,-3.9070795,./assets/diamond_images/web_scraped/round/223433-190.jpg,round
-45.516846,29.907011,11.13543,./assets/diamond_images/web_scraped/round/2079018.jpg,round
-53.35146,-2.9133484,-24.11138,./assets/diamond_images/web_scraped/round/2131463.jpg,round
-17.297583,-7.511456,-23.125248,./assets/diamond_images/web_scraped/round/2125959.jpg,round
-18.090025,27.687416,23.344309,./assets/diamond_images/web_scraped/round/221127-60.jpg,round
-8.776103,-9.465998,-14.81326,./assets/diamond_images/web_scraped/round/2099307.jpg,round
-25.458141,-48.800316,26.187113,./assets/diamond_images/web_scraped/round/220604-337.jpg,round
