x,y,z,image_path,label
-52.275368,-0.42369503,-13.767348,diamond_images/web_scraped/emerald/2137035.jpg,emerald
-42.660778,34.729954,-52.23719,diamond_images/web_scraped/emerald/2064675.jpg,emerald
23.929668,-74.3065,43.785545,diamond_images/web_scraped/emerald/2025800.jpg,emerald
-96.80666,-30.44344,7.405069,diamond_images/web_scraped/emerald/2067142.jpg,emerald
-40.35087,51.997658,29.30301,diamond_images/web_scraped/emerald/2111542.jpg,emerald
46.57052,-6.7022047,4.0566587,diamond_images/web_scraped/emerald/2040247.jpg,emerald
32.972958,57.288147,-44.12472,diamond_images/web_scraped/emerald/2115757.jpg,emerald
-23.753017,-2.9545152,45.41872,diamond_images/web_scraped/emerald/221131-107.jpg,emerald
39.0727,-55.31942,17.755068,diamond_images/web_scraped/emerald/227021-51.jpg,emerald
30.452831,-19.673721,59.04036,diamond_images/web_scraped/emerald/2114555.jpg,emerald
131.47385,39.711784,31.699354,diamond_images/web_scraped/emerald/221148-34.jpg,emerald
-58.92766,-2.9295242,17.616947,diamond_images/web_scraped/emerald/1988969.jpg,emerald
47.10073,51.951366,43.832775,diamond_images/web_scraped/emerald/220568-369.jpg,emerald
-41.419163,28.888584,-115.278854,diamond_images/web_scraped/emerald/221011-40.jpg,emerald
82.0739,78.42044,21.763899,diamond_images/web_scraped/emerald/2134401.jpg,emerald
-50.42104,-42.69766,-19.238104,diamond_images/web_scraped/emerald/2104043.jpg,emerald
